time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq_d1,ddq_d2,ddq_d3,ddq_d4,ddq_d5,ddq_d6,ddq_d7,O_T_EE_1,O_T_EE_2,O_T_EE_3,O_T_EE_4,O_T_EE_5,O_T_EE_6,O_T_EE_7,O_T_EE_8,O_T_EE_9,O_T_EE_10,O_T_EE_11,O_T_EE_12,O_T_EE_13,O_T_EE_14,O_T_EE_15,O_T_EE_16,tau_J1,tau_J2,tau_J3,tau_J4,tau_J5,tau_J6,tau_J7,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_ext7,O_F_ext_x,O_F_ext_y,O_F_ext_z,O_T_ext_x,O_T_ext_y,O_T_ext_z
0.031,-0.565184,0.455901,0.0243284,-2.09701,-0.0190601,2.55243,-0.526734,0.00168497,0.00106045,-0.000151385,0.000873547,0.000122219,0.000115327,0.00232365,0,0,0,0,0,0,0,1,-0.000755005,-0.000183247,0,-0.000755051,-1,-0.00025015,0,-0.000183058,0.000250288,-1,0,0.499908,-0.299963,0.199883,1,-0.34302,-34.7604,1.06427,15.3492,0.133373,1.49054,-0.582932,-0.313743,-0.14767,0.267088,0.276032,-0.29993,-0.174309,-0.560977,0.173959,-1.68544,0.635299,0.885854,-0.325264,-0.134251
0.032,-0.565192,0.4559,0.0243309,-2.09702,-0.0190601,2.55243,-0.526742,-0.00156794,-0.000128251,0.000786179,-0.00108807,8.14795e-05,0.000449878,-0.000315861,0,0,0,0,0,0,0,1,-0.000752699,-0.000187219,0,-0.000752746,-1,-0.000253808,0,-0.000187028,0.000253949,-1,0,0.499904,-0.299964,0.199881,1,-0.227969,-34.7247,1.02856,15.4207,0.133373,1.48046,-0.532578,-0.310391,-0.151027,0.270445,0.276704,-0.30006,-0.174392,-0.560612,0.17335,-1.67757,0.642511,0.88184,-0.328558,-0.130824
0.033,-0.565192,0.455903,0.0243284,-2.09702,-0.0190601,2.55243,-0.526736,-0.00104529,0.000749717,-0.000272186,0.000945055,5.43197e-05,0.000299919,0.000908404,0,0,0,0,0,0,0,1,-0.000760751,-0.000186756,0,-0.000760798,-1,-0.000252308,0,-0.000186564,0.00025245,-1,0,0.499905,-0.299966,0.199881,1,-0.227969,-34.7604,1.06427,15.3492,0.133373,1.48046,-0.56279,-0.302676,-0.153191,0.277438,0.276803,-0.300406,-0.174557,-0.560202,0.177126,-1.66371,0.647466,0.876663,-0.32951,-0.123241
0.034,-0.565192,0.455903,0.0243309,-2.09702,-0.0190601,2.55243,-0.526728,-0.000696863,0.000499811,0.000682946,0.000630037,3.62131e-05,-0.000546039,0.00325046,0,0,0,0,0,0,0,1,-0.000767233,-0.000185727,0,-0.00076728,-1,-0.000252992,0,-0.000185533,0.000253135,-1,0,0.499906,-0.299965,0.199881,1,-0.227969,-34.7604,1.02856,15.3492,0.133373,1.50061,-0.634202,-0.291657,-0.15447,0.287123,0.276127,-0.30093,-0.174829,-0.559789,0.183077,-1.64472,0.650886,0.870376,-0.329064,-0.112539
0.035,-0.565189,0.455903,0.0243284,-2.09702,-0.0190601,2.55243,-0.526738,0.000463445,0.000333207,-0.000358032,-0.00125041,2.41421e-05,0.000381959,-0.00122387,0,0,0,0,0,0,0,1,-0.000756739,-0.00018788,0,-0.000756786,-1,-0.000253067,0,-0.000187689,0.000253209,-1,0,0.499904,-0.299964,0.199879,1,-0.267642,-34.7604,1.06427,15.4207,0.133373,1.48046,-0.542649,-0.280997,-0.155774,0.296424,0.275371,-0.301454,-0.175127,-0.559423,0.188413,-1.62616,0.654428,0.86415,-0.328792,-0.102196
0.036,-0.565189,0.455903,0.0243284,-2.09702,-0.0190612,2.55243,-0.526745,0.000308963,0.000222138,-0.000222272,-0.000833607,-0.000322989,-0.000118353,-0.00230788,0,0,0,0,0,0,0,1,-0.000748287,-0.000188866,0,-0.000748334,-1,-0.00025299,0,-0.000188676,0.000253132,-1,0,0.499904,-0.299964,0.199879,1,-0.267642,-34.7604,1.06427,15.4207,0.142528,1.49054,-0.502366,-0.272436,-0.157939,0.303924,0.275629,-0.301859,-0.175339,-0.559161,0.193374,-1.61173,0.659436,0.858782,-0.329342,-0.0938973
0.037,-0.565187,0.455903,0.0243284,-2.09702,-0.0190612,2.55243,-0.526728,0.00104119,0.000148092,-0.000135869,0.00027948,-0.000215326,-7.8902e-05,0.00334422,0,0,0,0,0,0,0,1,-0.000762631,-0.000189384,0,-0.000762679,-1,-0.000253241,0,-0.000189191,0.000253385,-1,0,0.499906,-0.299963,0.19988,1,-0.303348,-34.7604,1.06427,15.385,0.142528,1.49054,-0.634202,-0.266325,-0.16028,0.309362,0.276323,-0.302143,-0.175533,-0.558964,0.197165,-1.60154,0.664696,0.854624,-0.330369,-0.0879532
0.038,-0.565187,0.455904,0.0243284,-2.09702,-0.0190612,2.55243,-0.526733,0.000694129,0.00102675,-8.13448e-05,0.00018632,-0.000143551,0.000320391,0.0014835,0,0,0,0,0,0,0,1,-0.0007579,-0.00018711,0,-0.000757947,-1,-0.000251949,0,-0.000186919,0.000252091,-1,0,0.499906,-0.299963,0.19988,1,-0.303348,-34.8001,1.06427,15.385,0.142528,1.48046,-0.61406,-0.262811,-0.162392,0.312645,0.276649,-0.302325,-0.175789,-0.558797,0.197945,-1.59468,0.669654,0.851551,-0.332111,-0.0844677
0.039,-0.565187,0.4559,0.0243256,-2.09703,-0.0190612,2.55243,-0.526748,0.000462753,-0.00107874,-0.000975324,-0.00247424,-9.57006e-05,-0.000159398,-0.0046398,0,0,0,0,0,0,0,1,-0.000745817,-0.000191513,0,-0.000745866,-1,-0.000253071,0,-0.000191324,0.000253214,-1,0,0.499903,-0.299963,0.199879,1,-0.303348,-34.7247,1.10394,15.496,0.142528,1.49054,-0.462082,-0.260539,-0.16475,0.314967,0.277211,-0.302435,-0.176039,-0.55872,0.197884,-1.58988,0.675084,0.849093,-0.334364,-0.0821434
0.04,-0.565189,0.455901,0.0243309,-2.09702,-0.0190601,2.55243,-0.526737,-0.000526716,-0.000719159,0.00111822,-0.000814277,0.000275284,-0.000852251,0.00138271,0,0,0,0,0,0,0,1,-0.00075545,-0.000192715,0,-0.000755499,-1,-0.000257087,0,-0.000192521,0.000257233,-1,0,0.499904,-0.299962,0.199879,1,-0.267642,-34.7247,1.02856,15.4603,0.133373,1.51068,-0.582932,-0.258253,-0.16632,0.317383,0.278195,-0.302508,-0.176276,-0.558736,0.200565,-1.58692,0.678733,0.847801,-0.335145,-0.0798232
0.041,-0.565195,0.455908,0.0243228,-2.09702,-0.0190601,2.55243,-0.52674,-0.00220718,0.00211902,-0.00194188,0.00122039,0.000183523,-0.000195175,0.000175823,0,0,0,0,0,0,0,1,-0.000765278,-0.000196685,0,-0.000765329,-1,-0.000255538,0,-0.00019649,0.000255688,-1,0,0.499901,-0.299969,0.199877,1,-0.188296,-34.8358,1.14361,15.385,0.133373,1.50061,-0.56279,-0.253641,-0.167874,0.321799,0.279086,-0.30268,-0.176515,-0.558763,0.205041,-1.5805,0.682386,0.845557,-0.335436,-0.0752691
