time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq_d1,ddq_d2,ddq_d3,ddq_d4,ddq_d5,ddq_d6,ddq_d7,O_T_EE_1,O_T_EE_2,O_T_EE_3,O_T_EE_4,O_T_EE_5,O_T_EE_6,O_T_EE_7,O_T_EE_8,O_T_EE_9,O_T_EE_10,O_T_EE_11,O_T_EE_12,O_T_EE_13,O_T_EE_14,O_T_EE_15,O_T_EE_16,tau_J1,tau_J2,tau_J3,tau_J4,tau_J5,tau_J6,tau_J7,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_ext7,O_F_ext_x,O_F_ext_y,O_F_ext_z,O_T_ext_x,O_T_ext_y,O_T_ext_z
0.03,-0.509507,0.455978,-0.030517,-2.09701,0.0237668,2.55289,-0.557276,0.000295746,0.000176667,0.000789139,-0.000474275,-0.000152178,0.000354852,-0.000406723,0,0,0,0,0,0,0,1,0.000604142,6.00966e-05,0,0.000604123,-1,0.000314911,0,6.02869e-05,-0.000314874,-1,0,0.499923,-0.300033,0.199924,1,0.113217,-34.6494,0.187497,15.4603,1.0251,0.877132,0.400344,0.211625,-0.164956,0.107971,0.349666,0.586775,-0.790553,0.394989,2.46417,-0.382831,1.77673,0.353093,0.503477,0.0858349
0.031,-0.50951,0.455979,-0.0305177,-2.09702,0.0237678,2.55289,-0.55728,-0.000730856,0.000951898,-0.000401982,-0.00114935,-0.000101397,-0.000136425,-0.00139013,0,0,0,0,0,0,0,1,0.000604183,5.49585e-05,0,0.000604166,-1,0.000311541,0,5.51467e-05,-0.000311508,-1,0,0.499921,-0.300034,0.199922,1,0.15289,-34.6851,0.22717,15.496,1.0251,0.887203,0.430557,0.211605,-0.165686,0.109697,0.351378,0.586633,-0.790216,0.394907,2.46819,-0.384862,1.77715,0.354535,0.503565,0.0864446
0.032,-0.50951,0.455983,-0.0305142,-2.09701,0.0237658,2.55289,-0.557274,-0.000487237,0.00156179,0.000659991,0.000998545,0.000237619,-0.000463942,0.0013112,0,0,0,0,0,0,0,1,0.000602602,5.44306e-05,0,0.000602585,-1,0.000310807,0,5.46179e-05,-0.000310774,-1,0,0.499923,-0.300033,0.199921,1,0.15289,-34.7247,0.187497,15.4207,1.01686,0.897273,0.370132,0.213069,-0.167335,0.112676,0.353123,0.586424,-0.789874,0.394837,2.47184,-0.383741,1.77952,0.354559,0.502671,0.0884638
0.033,-0.509508,0.455989,-0.0305188,-2.09701,0.0237639,2.55289,-0.557271,-0.000324825,0.00280382,-0.000488057,0.000666851,-0.000146732,0.00043669,0.00202702,0,0,0,0,0,0,0,1,0.000598708,4.95352e-05,0,0.000598692,-1,0.000311731,0,4.97218e-05,-0.000311701,-1,0,0.499921,-0.300034,0.199917,1,0.15289,-34.8001,0.22717,15.4207,1.0251,0.877132,0.339004,0.21555,-0.170824,0.116477,0.354782,0.586157,-0.789519,0.394796,2.47258,-0.378821,1.7858,0.352398,0.499219,0.091462
0.034,-0.509507,0.455984,-0.0305223,-2.09701,0.0237626,2.55289,-0.557274,-0.00021655,0.00010551,-0.00125341,0.000445433,-0.000436882,0.000291127,-0.000920516,0,0,0,0,0,0,0,1,0.000601125,5.28155e-05,0,0.000601108,-1,0.000316137,0,5.30055e-05,-0.000316105,-1,0,0.499921,-0.300035,0.19992,1,0.15289,-34.7247,0.266843,15.4207,1.03425,0.877132,0.400344,0.218932,-0.174951,0.121026,0.355877,0.585831,-0.789218,0.394743,2.47105,-0.370772,1.79369,0.348907,0.494448,0.09534
0.035,-0.509509,0.455986,-0.0305169,-2.09701,0.0237635,2.55289,-0.557274,-0.000979585,0.00090521,0.00102041,-0.000630415,4.78468e-05,-0.000178908,0.000132308,0,0,0,0,0,0,0,1,0.000602789,5.04131e-05,0,0.000602773,-1,0.000311427,0,5.06009e-05,-0.000311396,-1,0,0.499921,-0.300033,0.199919,1,0.188596,-34.7604,0.187497,15.4603,1.0251,0.887203,0.380203,0.222875,-0.177176,0.126044,0.355941,0.585475,-0.789065,0.394635,2.47033,-0.362276,1.79798,0.346308,0.491542,0.099707
0.036,-0.509504,0.455989,-0.0305176,-2.09701,0.0237635,2.55289,-0.557282,0.00111018,0.00153123,-0.000247758,-0.00041979,3.19109e-05,-0.000492265,-0.00214975,0,0,0,0,0,0,0,1,0.000614968,4.74338e-05,0,0.000614953,-1,0.00031011,0,4.76245e-05,-0.000310081,-1,0,0.499922,-0.300031,0.199917,1,0.113217,-34.8001,0.22717,15.4603,1.0251,0.897273,0.440628,0.224918,-0.178697,0.12941,0.355986,0.585233,-0.788939,0.394485,2.46928,-0.35737,1.80084,0.345145,0.489201,0.102248
0.037,-0.509507,0.455989,-0.0305163,-2.09701,0.0237635,2.55288,-0.557266,-0.000187899,0.00102063,0.000762838,0.00148374,2.12837e-05,-0.000667261,0.00270366,0,0,0,0,0,0,0,1,0.000598117,4.98182e-05,0,0.000598102,-1,0.000310825,0,5.00041e-05,-0.000310795,-1,0,0.499923,-0.300032,0.199918,1,0.15289,-34.8001,0.187497,15.385,1.0251,0.906429,0.328933,0.223867,-0.180654,0.130116,0.356147,0.585149,-0.7888,0.394334,2.46517,-0.35676,1.8046,0.34497,0.485575,0.101802
0.038,-0.509507,0.455989,-0.0305195,-2.09701,0.0237654,2.55289,-0.557278,-0.000125266,0.000680271,-0.000419468,0.000154218,0.000658456,0.000640229,-0.00233439,0,0,0,0,0,0,0,1,0.000605007,5.15365e-05,0,0.000604991,-1,0.000312353,0,5.17255e-05,-0.000312322,-1,0,0.499922,-0.300034,0.199918,1,0.15289,-34.8001,0.22717,15.4207,1.0077,0.877132,0.440628,0.221607,-0.181285,0.129755,0.355102,0.5851,-0.788787,0.394198,2.45876,-0.357077,1.80603,0.345616,0.482432,0.100213
0.039,-0.509507,0.455994,-0.0305204,-2.09701,0.0237667,2.55289,-0.557263,-8.35106e-05,0.00221664,-0.00120767,-0.000825002,-0.000205283,0.000426819,0.00332655,0,0,0,0,0,0,0,1,0.000588223,4.51445e-05,0,0.000588209,-1,0.000308311,0,4.53258e-05,-0.000308284,-1,0,0.49992,-0.300034,0.199914,1,0.15289,-34.8755,0.266843,15.4603,1.0251,0.877132,0.308792,0.220653,-0.182094,0.13046,0.353979,0.584994,-0.788763,0.394058,2.45282,-0.355186,1.80781,0.34552,0.479233,0.0998236
